judge,facts,reason,label,accused,annotation
0.9967433416767713,0.9184188434101941,-1.1107412281833586,1,1.0,1
0.23464181759102815,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.5820413592831902,-1.109378553596124,-1.1107412281833586,1,1.0,1
-1.099600054206776,-1.1017846486385572,-1.1107412253032982,1,1.0,1
-1.0754987184280733,-1.1107411563706955,-1.1107409048085202,1,1.0,1
-1.0156976769087462,-1.1107398602034448,-1.110740643355997,1,1.0,1
-1.0422059228573992,-1.1107412281833586,0.0,1,1.0,1
-1.110740742725824,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.657366362064454,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.1106900420575216,-1.1107412260302596,-1.1107412281833586,1,1.0,1
0.7617183510778105,-1.1107401965511843,-1.1107412281833586,1,1.0,1
-0.43271063351699934,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.8051142911528337,-1.110740672725411,-1.1107412281833586,1,1.0,1
0.3425966570678995,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.9638246180094494,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.1107412261237726,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.9762578392626958,0.0,-1.1107412281833586,1,1.0,1
-1.026305739341387,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.8337164694027143,-1.1107412281833586,0.0,1,1.0,1
0.20385919716275472,-1.110741228180499,-1.1107412281833586,1,1.0,1
-1.1107258394954818,0.0,-1.1107412281833586,1,1.0,1
-0.7198628380871122,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.14150644688814412,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.43271063351699934,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.1107412281833582,-1.1107412281833582,-1.1107412281833586,1,1.0,1
-0.28628398071041017,-1.1107412281833586,0.0,1,1.0,1
0.010983186356618393,-1.1107412281833586,0.0,1,1.0,1
0.7120979517440611,-1.1107412281833564,-1.1107412281833586,1,1.0,1
0.9678874467253253,-1.110741226109078,-1.1107412281833586,1,1.0,1
-0.35461554586103944,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.26421897419958346,0.0,-1.1107412281833586,1,1.0,1
0.9629840664748671,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.9288811203466955,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.16580784883700977,0.0,-1.1107412281833586,1,1.0,1
-1.1106897211864908,0.0,-1.1107412281833586,1,1.0,1
0.7083535842824824,0.0,-1.1107412281833586,1,1.0,1
-1.1107313964048002,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.1068145409306709,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.22966757846071262,-1.1107411698326657,-1.1107412281833586,1,1.0,1
0.6767695738606553,0.0,-1.1107412281833586,1,1.0,1
0.046382777167679974,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.3805980877411097,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.9984527058803518,-1.1107412281833502,-1.1107412281833586,1,1.0,1
-0.6516792644208607,0.0,-1.1107412281833586,1,1.0,1
-0.8139879582683506,0.0,-1.1107412281793627,1,1.0,1
0.7643170376672983,0.0,-1.1106847621585128,1,1.0,1
-0.9388527361823675,0.0,-1.1107412281833586,1,1.0,1
-0.925491974166666,0.0,-1.1107412281833586,1,1.0,1
-0.6106285260409203,0.0,-1.1107412281833569,1,1.0,1
0.8713792945847653,0.0,-1.1107412281832645,1,1.0,1
0.8541220832235482,0.0,-1.1107412281833586,1,1.0,1
-1.1074674704711915,0.0,-1.1107412281814644,1,1.0,1
-0.7517598219614441,0.0,-1.1107412281833586,1,1.0,1
-0.4786772607495587,0.0,-1.1107412281833586,1,1.0,1
-0.4786772607495587,0.0,-1.1107412281833586,1,1.0,1
-0.4786772607495587,0.0,-1.1107412281833586,1,1.0,1
-1.1073988372378587,0.0,-1.1107412281833586,1,1.0,1
-1.109987722671709,0.0,-1.1107412281833586,1,1.0,1
-1.1107412281804285,0.0,-1.1107412281833586,1,1.0,1
-1.1107412221188242,0.0,-1.1107412281833586,1,1.0,1
-1.1107412281709368,0.0,-1.1107412281833586,1,1.0,1
-0.5225030663915936,0.0,-1.1107412281833586,1,1.0,1
-1.1107412199164377,0.0,-1.1107412281833586,1,1.0,1
-1.110717678627084,0.0,-1.1107412281833586,1,1.0,1
-1.0980409375200706,0.0,-1.1107412281833586,1,1.0,1
-1.109202362731541,0.0,-1.1107412281833586,1,1.0,1
-1.1107412281822184,0.0,-1.1107412281833586,1,1.0,1
-1.1107412281830222,0.0,-1.1107412281833586,1,1.0,1
-1.1105974828374692,0.0,-1.1107412281833586,1,1.0,1
-1.0422059228573992,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.003503063343531,0.0,-1.1107412281833586,1,1.0,1
-1.0993223065934177,0.0,0.0,1,1.0,1
-1.0422059228573992,-1.1107412281833577,-1.1107412281833586,1,1.0,1
-1.0422059228573992,0.0,-1.1107412281833586,1,1.0,1
-1.0422059228573992,-1.1107412281833522,-1.1107412281833586,1,1.0,1
-1.0422059228573992,0.0,-1.1107412281833586,1,1.0,1
-1.0422059228573992,0.0,0.0,1,1.0,1
-1.1104498044255375,0.0,0.0,1,1.0,1
-1.0422059228573992,0.0,-1.1107412281833586,1,1.0,1
-1.1107406253886256,0.0,-1.1107412281833586,1,1.0,1
-1.0422059228573992,-1.1107412281833586,0.0,1,1.0,1
-1.0422059228573992,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.0422059228573992,-1.1107412281833586,0.0,1,1.0,1
-1.0422059228573992,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.0422059228573992,0.0,0.0,1,1.0,1
-1.0422059228573992,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.0937295929033297,0.0,0.0,1,1.0,1
-1.0422059228573992,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.0422059228573992,-1.1107412281833586,0.0,1,1.0,1
-1.0422059228573992,0.0,0.0,1,1.0,1
-1.0422059228573992,-1.1107412281833273,-1.1107412281833586,1,1.0,1
-1.0422059228573992,-1.1107317654805784,-1.1107412281833586,1,0.5,1
-1.0422059228573992,-1.1107412281742903,-1.1107412281833586,1,1.0,1
-1.0422059228573992,0.0,0.0,1,1.0,1
-1.0422059228573992,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.0422059228573992,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.43271063351699934,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.11074122818336062,0.0,-1.1107412281833586,1,1.0,1
-0.9965993852558587,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.095466091248578,0.0,-1.1107412281833586,1,1.0,1
-1.1107412281833586,0.0,-1.1107412281833586,1,1.0,1
-1.0422059228573992,-1.1107412281833586,0.0,1,1.0,1
-1.0422059228573992,0.0,0.0,1,1.0,1
0.11102873781771248,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.110740445643261,0.0,0.0,1,1.0,1
-1.0422059228573992,0.0,0.0,1,1.0,1
-1.1095078489682855,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.43271063351699934,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.2698033183430798,0.0,-1.1107412281833586,1,1.0,1
-0.5316753583025774,-1.1107412281833287,-1.1107412281832438,1,1.0,1
-1.110741227298114,0.0,-1.1107412281833586,1,1.0,1
-1.1107412034737727,0.0,-1.1107412281833586,1,1.0,1
-1.1077727358287714,-1.1107412281833497,-1.1107412281833586,1,1.0,1
-0.43271063351699934,-1.1107412281833577,-1.1107412281833586,1,1.0,1
-1.110738886076106,0.0,-1.1107412281833586,1,1.0,1
-1.00191116902224,0.0,-1.1107412281833586,1,1.0,1
-1.1106179274720611,0.0,-1.1107412281833586,1,1.0,1
-1.1107411732476242,-1.1107406294050302,-1.1107412281833586,1,1.0,1
-1.077632107555029,0.0,-1.1107412281833586,1,1.0,1
-1.1107412281575322,0.0,-1.1107412281833586,1,1.0,1
-1.110729298480375,0.0,-1.1107412281833586,1,1.0,1
-1.1106865777159802,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.43271063351699934,0.0,-1.1107412281833586,1,1.0,1
-0.6106013862851447,0.0,-1.1107412281833586,1,1.0,1
0.06595359534931566,-1.110741228136549,-1.1107412281833582,1,1.0,1
-0.11074122818336062,0.0,-1.1107412281833586,1,1.0,1
0.19900609497032315,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.983690591037848,-1.110741228183153,-1.1107412281833586,1,1.0,1
-0.7543576612581533,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.1045339956542608,0.0,-1.1107412281833586,1,1.0,1
-0.7399335344237479,0.999999989657533,-1.1107412281833586,1,1.0,1
-0.8738011835273793,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.16580784883700977,0.0,0.0,1,1.0,1
-1.1107412177626295,0.0,-1.1107412281833586,1,1.0,1
-1.00191116902224,0.0,-1.1107412281833586,1,1.0,1
-0.4888496940821553,-1.110741227948957,-1.1107412281833586,1,1.0,1
-1.110724458024336,0.0,-1.1107412281833586,1,1.0,1
-1.1107410206486699,0.0,0.0,1,1.0,1
-1.0980409375200706,0.0,-1.1107412281833586,1,1.0,1
-1.00191116902224,0.0,-1.1107412281833586,1,1.0,1
-0.43271063351699934,-1.1107412281832139,-1.1107412281833586,1,1.0,1
-0.43271063351699934,0.0,-1.1107412281833586,1,1.0,1
0.26570796201929997,0.0,0.0,1,1.0,1
-0.246449092208894,0.0,-1.1107412281833269,1,1.0,1
-1.1107412281742013,0.0,-1.1107412281833586,1,1.0,1
-1.1107412029703148,0.0,-1.1107412281833586,1,1.0,1
-0.43271063351699934,0.0,-1.1107412281833586,1,1.0,1
-1.00191116902224,0.0,-1.1107412281833586,1,1.0,1
-1.095466091248578,0.0,-1.1107412281833586,1,1.0,1
-1.1107140371402306,0.0,-1.1107412281833586,1,1.0,1
-1.00191116902224,0.0,-1.1107412281833586,1,1.0,1
-1.1107412195433424,0.0,-1.1107412281833586,1,1.0,1
-1.1107412281792057,0.0,-1.1107412281833586,1,1.0,1
-0.5113742555688394,0.0,-1.1107412281833586,1,1.0,1
-0.8300740790110132,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.11031863492089,0.0,-1.1107412281833586,1,1.0,1
-0.43271063351699934,-1.1107412281833586,-1.1107412281833586,1,1.0,1
0.016036364348463897,0.0,-1.1107412281833586,1,1.0,1
-1.110741076019003,0.0,-1.1107412281833586,1,1.0,1
-1.1107412281514273,0.0,-1.1107412281833586,1,1.0,1
-0.8397762136990231,0.0,-1.1107412281833586,1,1.0,1
-1.1107412280706532,0.0,-1.1107412281833586,1,1.0,1
-1.0422059228573992,0.0,-1.1107412281833586,1,0.5,1
-1.109273448257849,0.0,-1.1107412281833586,1,1.0,1
-1.0422059228573992,0.0,-1.1107412281833586,1,1.0,1
-1.0915050419172372,0.0,-1.1107412281833586,1,1.0,1
-1.1107332718134137,0.0,0.0,1,1.0,1
0.712097951744047,-1.1107412266336585,-1.1107412281833586,1,1.0,1
-0.30544349012807187,-1.1107220931644552,-1.1107412281833586,1,1.0,1
0.9511455158740912,-1.1107411665836304,-1.1107412281833586,1,1.0,1
-1.1107409882628285,0.0,-1.1107412281833586,1,1.0,1
-1.0980409375200706,0.0,-1.1107412281833586,1,1.0,1
-0.40226567298366755,0.0,-1.1107412281833586,1,1.0,1
-0.9883695462585627,0.0,-1.1107412281833586,1,1.0,1
-1.1107411473828221,0.0,-1.1107412281833586,1,1.0,1
0.6283159445983058,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.1105422242591028,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.2533141758121624,-1.1107381761289643,-1.1107412281833577,1,1.0,1
-0.7445650260789679,-1.1107412281833577,-1.1107412281833586,1,1.0,1
-0.5001485950341453,-1.1107268366678582,-1.1107412276408963,1,1.0,1
-1.1107408872540812,0.0,-1.1107412281833586,1,1.0,1
-0.8703951768652775,0.0,-1.1107412281833586,1,1.0,1
-1.1010744560249401,-1.1107412262796168,-1.1107412281833586,1,1.0,1
-1.0942741547624122,-1.1107343923092836,-1.1107412281833586,1,1.0,1
-1.1022784330086712,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-1.110037217748494,0.0,-1.1107412281833586,1,1.0,1
-1.0443408945781927,0.0,-1.1107412281833586,1,1.0,1
0.49295857888893646,-1.1107412281833586,-1.1107412281833586,1,1.0,1
-0.9334508713955305,0.0,-1.1107412281833586,1,1.0,1
-0.1681119090361427,0.0,-1.1107412281833586,1,1.0,1
-1.055685204016927,0.0,-1.1107412281833582,1,1.0,1
-1.0422059228573992,0.0,-1.1107412281833586,1,1.0,1
-1.1099208350810748,0.0,-1.1107412281833586,1,1.0,1
0.35332036731517275,0.0,-1.1107412281833586,1,1.0,1
-1.1107412253579376,0.0,-1.1107412281833586,1,1.0,1
-1.1107258791421075,0.0,-1.1107412281833586,1,1.0,1
-0.43271063351699934,-0.8465976480373917,0.0,1,1.0,1
-0.43271063351699934,-1.0857176687212544,-1.1107412281833586,1,1.0,1
-1.1107412271340484,0.0,-1.1107412281833586,1,1.0,1
0.9572556818128396,0.0,-1.1107412281833586,1,1.0,1
-1.1000295109879374,-1.1107412281833586,-1.1107412281833586,0,0.0,0
0.8847368037748927,-1.1107412281833582,-1.1107412281833586,0,1.0,0
-1.0631345059988806,-1.1107412281833586,-1.1107412281833586,0,0.0,0
-1.1083184916728266,-1.1107412281833586,-1.1107412281833586,0,0.0,0
-1.1027986707839617,-1.1107412281833586,-1.1107412281833586,0,0.0,0
-1.110688914657993,-1.1107412281833586,-1.1107412281833586,0,1.0,0
0.8337164694027143,-1.1107412281833586,0.0,0,1.0,0
-0.011426910293566777,-1.1107412281833586,-1.1107412281833586,0,1.0,0
